Timestamp,Open,High,Low,Close,Volume_BTC,Volume_Currency,Weighted_Price
1420189200,314.0,314.78,313.61,314.1,54.18041022,17015.6851769018,314.056041801998
1420192800,314.1,315.0,313.77,315.0,104.43192712,32846.9433568496,314.529706218158
1420196400,314.84,315.14,314.3,314.3,39.47352454,12423.4668402208,314.729099693938
1420200000,314.93,315.42,314.3,315.01,52.43801014,16517.825329057,314.997180193475
1420203600,315.31,317.01,315.01,315.57,365.99352711,115685.7326723932,316.086826960803
1420207200,315.55,316.19,315.01,315.9,60.07838517,18958.7593769825,315.567059988982
1420210800,315.89,316.83,315.0,315.03,106.19248219,33544.4835113125,315.883787811783
1420214400,315.66,316.34,314.25,314.49,214.56707893,67527.6459356848,314.715781528233
1420218000,314.67,316.17,313.45,314.84,396.42704522,124822.9073535848,314.869807342013
1420221600,315.59,316.4,314.87,315.95,114.61719218,36208.9201525154,315.911770859394
1420225200,315.94,316.48,315.88,316.1,83.27062651,26332.6823333326,316.230145454355
1420228800,316.2,316.83,314.06,316.65,335.58211483,106024.3596377481,315.941627853016
1420232400,316.65,316.65,313.5,315.11,257.13343884,80855.9380644481,314.451276462569
1420236000,314.6,316.06,314.31,315.92,43.3721822,13672.4884090191,315.23635001743
1420239600,315.9,316.64,315.0,315.42,104.45826589,33019.4775153604,316.102102921484
1420243200,315.42,316.58,314.41,316.4,151.14748332,47778.2040664476,316.103206067245
1420246800,316.35,316.53,314.77,315.59,94.02882782,29699.4279759832,315.854495525957
1420250400,315.56,315.79,312.9,312.9,186.09249271,58429.3138490376,313.979962319555
1420254000,313.36,313.36,311.33,312.06,670.71184385,209265.681353911,312.005346666744
1420257600,312.81,313.37,312.2,313.07,27.43245996,8578.9194219531,312.728768563311
1420261200,312.19,313.73,311.69,311.69,73.38413823,22937.9170837303,312.57322954231
1420264800,311.69,312.82,305.7,309.45,2407.13573815,744702.536135396,309.372888422044
1420268400,308.74,309.34,306.0,306.47,189.68427516,58248.4152818274,307.08088602861
1420272000,306.46,307.85,306.0,307.2,331.34573972,101729.1427569673,307.018109974588
1420275600,306.65,307.43,303.46,306.4,953.22454122,290969.827000591,305.247939408057
1420279200,306.4,307.0,306.03,306.97,64.38041141,19740.2556405921,306.618973197893
1420282800,306.98,307.0,304.45,304.9,200.24085255,61208.9222591865,305.676496477675
1420286400,304.9,304.9,298.89,301.31,2803.99953634,842684.3293347469,300.529411083524
1420290000,301.36,301.36,297.97,299.06,874.14594566,261151.7636954049,298.750757801929
1420293600,299.51,302.05,297.0,299.99,879.26415601,262815.6233054189,298.90405688553
1420297200,299.99,304.19,299.99,301.95,559.5163028,169226.1458397931,302.450786497069
1420300800,301.26,302.8,300.49,301.46,353.33254944,106609.5847764509,301.725909332205
1420304400,301.46,302.8,299.82,301.0,248.1661665,74792.3714574122,301.380210333436
1420308000,301.0,302.7,298.83,300.0,353.10230142,106127.8041543746,300.558234051666
1420311600,299.67,300.54,291.04,292.0,2539.5906304,749819.0618767267,295.251940569115
1420315200,292.0,296.85,288.88,293.4,1984.82954098,580462.2498976194,292.449420926608
1420318800,293.4,293.95,287.45,290.49,1604.2825362,464642.2815910157,289.626216770768
1420322400,290.49,293.0,286.0,287.84,1627.30359823,469824.5661197858,288.713529934307
1420326000,288.07,289.81,280.0,282.0,2576.3770782,734507.5254301484,285.093176633648
1420329600,280.0,289.39,277.0,287.0,2712.56200632,764516.9804422634,281.843135257747
1420333200,286.52,287.0,280.35,281.55,1388.89852643,393848.9312302038,283.569262790233
1420336800,281.65,284.92,277.78,282.05,1518.3770798,425755.4271465913,280.401642523918
1420340400,282.97,284.62,279.48,279.48,804.03388497,226156.1512347252,281.276890765819
1420344000,279.48,288.96,278.1,283.56,1936.42006219,546854.6151172363,282.404952207929
1420347600,284.61,286.0,279.81,279.81,880.91519058,250186.2575750568,284.007200977354
1420351200,279.81,283.64,278.0,279.89,1194.1832006,334461.3727254241,280.075429429403
1420354800,279.88,283.33,279.84,282.77,293.93264007,82906.2516421776,282.058677193637
1420358400,281.82,287.36,281.22,285.15,883.69644199,252075.3839858705,285.251102084581
1420362000,285.17,288.91,283.54,286.35,1040.88574433,298037.2551191056,286.330422664156
1420365600,286.38,288.84,284.68,285.19,550.67932421,158421.7376463737,287.684194197133
1420369200,285.17,285.18,282.38,283.9,315.63357949,89483.9473538018,283.50579015829
1420372800,283.94,285.15,281.6,281.6,359.4117926,101806.710828512,283.259238913774
1420376400,281.99,281.99,260.0,264.97,6224.33541353,1682264.2656150016,270.27211000844
1420380000,264.97,269.79,260.0,264.0,3408.90869269,903750.6115867123,265.114349799011
1420383600,264.0,266.03,255.0,265.0,4431.69994603,1156426.3938067504,260.944199266627
1420387200,264.06,273.94,262.58,266.0,2916.27341219,781275.7274578128,267.90208496641
1420390800,266.0,271.65,265.48,270.01,2036.73245324,546495.0279853327,268.319497298713
1420394400,270.04,273.96,266.96,267.46,1442.68611077,389593.3804658701,270.047224796482
1420398000,267.45,272.52,265.24,270.62,1376.48130575,369852.6865004862,268.694304060286
1420401600,270.8,272.0,268.0,268.03,770.91839372,208002.4911969323,269.811296359441
1420405200,268.5,270.0,265.51,267.0,1469.89433042,392599.7997322939,267.09389349105
1420408800,266.96,267.83,256.88,259.81,2568.57722074,671909.6080726464,261.588245292882
1420412400,259.8,264.95,258.66,264.0,915.14180021,240081.6169229955,262.343624635993
1420416000,264.55,268.99,264.07,267.61,681.11532492,182221.7810390541,267.534401843708
1420419600,267.65,274.38,267.1,272.0,1121.54142414,304150.9900239766,271.190152657269
1420423200,272.0,277.45,271.76,276.43,1292.04403387,355480.5498056404,275.130367454184
1420426800,276.33,278.7,270.0,272.2,1475.98167577,404836.6850804026,274.283002103807
1420430400,272.19,274.75,270.0,272.14,940.93072263,255032.8016913842,271.043123109574
1420434000,272.86,273.33,264.95,268.07,1190.63369536,319171.9814571478,268.068997795869
1420437600,268.05,272.45,267.8,269.8,815.25716088,220379.2486633893,270.318691129936
1420441200,269.9,275.09,269.58,275.09,606.49270614,165379.332725025,272.681486604474
1420444800,274.76,280.0,273.28,279.01,1336.85552975,371503.7569999354,277.893720549896
1420448400,279.01,279.01,276.66,276.8,67.41872857,18740.7433921265,277.975331033842
1420452000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420455600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420459200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420462800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420466400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420470000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420473600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420477200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420480800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420484400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420488000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420491600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420495200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420498800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420502400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420506000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420509600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420513200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420516800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420520400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420524000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420527600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420531200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420534800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420538400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420542000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420545600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420549200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420552800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420556400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420560000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420563600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420567200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420570800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420574400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420578000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420581600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420585200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420588800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420592400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420596000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420599600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420603200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420606800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420610400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420614000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420617600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420621200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420624800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420628400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420632000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420635600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420639200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420642800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420646400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420650000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420653600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420657200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420660800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420664400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420668000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420671600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420675200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420678800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420682400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420686000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420689600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420693200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420696800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420700400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420704000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420707600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420711200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420714800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420718400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420722000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420725600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420729200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420732800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420736400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420740000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420743600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420747200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420750800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420754400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420758000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420761600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420765200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420768800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420772400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420776000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420779600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420783200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420786800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420790400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420794000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420797600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420801200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420804800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420808400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420812000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420815600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420819200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420822800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420826400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420830000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420833600,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1420837200,272.45,305.0,272.45,289.68,6494.04528674,1896858.2189151638,292.091929631027
1420840800,289.59,293.63,288.56,293.16,1665.96800074,484686.7643723833,290.934018034615
1420844400,293.61,297.99,292.0,293.97,1754.23630683,516540.4078093586,294.453150808841
1420848000,293.89,295.0,289.1,289.22,1166.13813173,340885.3016766717,292.31983107435
1420851600,289.2,291.49,286.0,289.18,5527.73925783,1589023.7164864116,287.463580022443
1420855200,289.18,289.18,286.01,287.0,2843.319004,818969.5620601563,288.032950544073
1420858800,286.66,288.38,286.65,288.38,1406.71098635,404356.2292896317,287.447978449942
1420862400,288.38,292.88,288.04,290.24,1528.1730686,442184.092825554,289.354721602737
1420866000,290.25,290.66,288.55,288.61,2752.13378743,794923.742827722,288.839062424374
1420869600,288.61,288.99,286.65,287.42,1343.08118221,386863.4190748167,288.041723909976
1420873200,286.7,286.87,285.02,285.8,1154.62973051,330609.9434596168,286.334168195709
1420876800,285.99,286.4,280.0,280.0,1771.3116785,500742.7656473735,282.696022233319
1420880400,280.0,280.71,277.3,279.6,1267.67379345,354008.9389992845,279.258702694991
1420884000,280.04,282.23,278.56,280.83,642.27629106,180214.1765357842,280.586686826572
1420887600,280.84,280.84,278.5,280.0,653.99922483,182965.0053478338,279.763336715565
1420891200,280.37,280.82,277.0,277.28,449.93259198,125508.5946025877,278.949773454435
1420894800,278.09,279.52,271.03,276.58,1902.68869434,522909.5038416402,274.82662055919
1420898400,276.51,277.34,273.08,276.98,680.67019656,187332.6662725973,275.217964910682
1420902000,276.98,279.15,274.87,276.85,452.49191993,125404.6530948398,277.142303699566
1420905600,276.2,278.99,276.01,278.84,739.42927001,205080.4424678649,277.34964084542
1420909200,278.95,278.99,277.52,278.5,340.0343085,94523.7744191293,277.983050698925
1420912800,278.05,279.36,277.49,278.86,322.30320457,89784.3698001009,278.571135896357
1420916400,278.86,278.87,274.98,276.0,767.44521701,211853.0983848942,276.049799632973
1420920000,275.19,277.58,275.19,277.43,202.33380647,56013.1207330642,276.835204705988
1420923600,277.43,277.43,274.72,276.67,1046.82832453,288586.6400231961,275.677141381099
1420927200,276.6,277.0,275.51,276.29,191.47586236,52803.4904150141,275.771001964397
1420930800,276.18,276.4,275.0,275.59,295.95831244,81632.0073895127,275.822654604648
1420934400,275.6,278.02,274.72,277.98,409.77212487,113303.999350928,276.504897415542
1420938000,277.85,278.99,277.17,278.7,439.91987621,122495.3448881049,278.449216578772
1420941600,278.66,280.94,278.14,280.87,657.99502231,183866.2327122454,279.434078493106
1420945200,280.81,280.81,279.47,280.0,106.66391109,29866.0662870286,280.001604871103
1420948800,279.95,279.97,276.46,276.87,298.88652914,82796.3632544589,277.016041815912
1420952400,276.95,277.58,276.13,277.0,54.02533527,14947.7856465504,276.681034404442
1420956000,277.0,277.12,276.1,276.5,136.45024088,37728.2960434901,276.498566804803
1420959600,276.47,276.72,276.3,276.61,209.90879005,58021.5019171643,276.412921551992
1420963200,276.87,278.2,275.91,277.0,385.81891954,106975.0018394954,277.267382239934
1420966800,277.11,277.28,275.4,276.48,229.14491997,63407.826847412,276.714957746885
1420970400,276.51,276.69,275.96,276.49,96.54883452,26678.7134506303,276.32351631447
1420974000,276.55,279.62,276.3,278.44,1078.5268914,300001.8933797925,278.158936760835
1420977600,278.61,279.01,277.77,278.13,165.52867698,46128.9348821068,278.676394469584
1420981200,278.17,279.16,278.11,279.0,278.19516802,77640.1424630856,279.085158148771
1420984800,279.14,280.33,278.6,279.97,359.22965043,100287.5003614435,279.17378268024
1420988400,279.97,280.29,271.7,272.4,1180.92575898,324964.7874794522,275.177999131913
1420992000,272.4,274.29,270.85,272.97,949.69989977,258960.1499067681,272.675768386923
1420995600,272.91,273.7,270.7,271.1,689.38802198,187433.2005966196,271.883459852247
1420999200,271.1,272.67,271.0,271.0,290.31421413,78963.7745737354,271.994172970036
1421002800,271.0,271.72,267.11,268.48,1363.50938263,366269.5278734712,268.62266775678
1421006400,268.51,269.21,265.01,267.67,798.96682853,213471.6166854445,267.184580213682
1421010000,267.68,269.0,266.67,267.99,314.0762948,84028.1607552247,267.540601269296
1421013600,267.99,270.34,267.74,268.2,294.4563343,79236.2899362218,269.093514746719
1421017200,268.36,270.29,262.08,266.39,1970.99741838,523263.8684056404,265.481762444783
1421020800,266.34,267.65,264.39,266.98,372.32796553,99289.1838256723,266.671303307385
1421024400,266.99,267.77,265.19,267.43,338.39100253,90303.5792982771,266.861644142773
1421028000,267.44,270.9,266.83,270.34,372.88323981,100681.028813255,270.006849502156
1421031600,270.39,270.9,269.01,270.38,110.94302184,29966.7151394231,270.109058167178
1421035200,270.88,272.39,270.21,271.6,154.22712516,41867.863176044,271.46886860926
1421038800,271.2,272.0,270.01,271.18,184.07276278,49829.1810352875,270.703716740767
1421042400,270.58,271.2,268.02,270.0,365.55100832,98492.4692060602,269.435638158166
1421046000,269.99,270.9,268.29,269.98,352.72040191,95107.795167174,269.640754127519
1421049600,269.98,270.92,268.66,269.41,266.52908197,71918.8468115431,269.834894863886
1421053200,269.34,269.34,267.0,268.0,465.93394576,124825.435089737,267.903715163166
1421056800,267.9,268.4,263.54,266.64,536.47425188,142528.7123222209,265.676706426727
1421060400,266.64,269.24,266.62,268.52,508.46399644,136385.4319051221,268.230263814197
